Unnamed: 0,tweet_id,text,science_related,scientific_claim,scientific_reference,scientific_context
1121,1241882971369541633,"Shockingly, the study noted involvement in the project not only by UNC researchers & FDA representatives but also by ""Zhengli-Li Shi, Key Laboratory of Special Pathogens & Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China."" https://t.co/xk7vhHGytJ",1,1.0,1.0,1.0
1126,1245518340581404675,Music has the ability to repair brain damage as well as return lost memories. #haitian #music,1,1.0,0.0,0.0
1127,1247882306091511810,"Canadian? Take 5 min to complete this Stats Can survey on the impacts of #COVID19 that will be used to help asses the needs of communities, implement suitable support measures during and after the pandemic, and could become an important resource for future research https://t.co/ZVeuf7fImt",1,0.0,0.0,1.0
1129,1248717496410136582,"Policies like social distancing used to combat the coronavirus have adverse effects in low-income nations, Ahmed Mushfiq Mobarak and Zachary Barnett-Howell write. https://t.co/TBA1DUSkxL",1,1.0,1.0,1.0
1130,1249736224933175296,"Turkey reports lower number of coronavirus cases for a second day in row. 4,093 cases were reported Monday, down by 696 when compared to the previous day, 4,789. 61,049 sickened since March 10 and 1,296 have died since March 17, per @drfahrettinkoca About 4K recoveries so far",1,1.0,0.0,0.0
1131,1250620117337030656,"Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles, improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG",1,1.0,0.0,0.0
1141,1255907874871472129,"@rantingelisa @KatyMontgomerie @JackieDP @NewgentTGA This part, science illiterate one: ‘The overall mortality for sex-reassigned persons was higher during follow-up (aHR 2.8; 95% CI 1.8–4.3) than for controls of the same birth sex, particularly death from suicide",1,1.0,0.0,0.0
1146,1260646960232464384,"Durable, washable textile coating can repel viruses: New research could lead to safely reusable PPE https://t.co/KUyvMq5MRd",1,1.0,1.0,1.0
1147,1263308736824668160,"@chuckwoolery Yes me, too. Ventilation can be very dangerous, any Pulmonary Dr. will support that. When my husband had cardiac arrest he was on for 6 days, the Pulmonary Physician worked to get him off it ASAP, otherwise body becomes dependent & they may never be able to breath on their own",1,1.0,0.0,0.0
1157,1272435093550874624,My article is featured on the @ResearchGate #COVID19 community page. Read it here: https://t.co/DUK2cdFHbT,1,0.0,1.0,1.0
1159,1273308506804948992,"The suicide rate is higher because of lack of opportunities, unemployment a faulty healthcare system, men feeling expendable and lack of fathers. How is this going to address any of that? America is low on the happiness index. https://t.co/RdybLtFb1Q",1,1.0,0.0,0.0
1160,1274129617520033792,Hopes raised for cancer treatment after experiments halted tumour growth in mice https://t.co/TIVG01SEDL,1,1.0,1.0,1.0
1161,1274396038644858884,"New preprint from the awesome @Amelia_Lindsey's postdoc in the lab w/ @hardy_lab collaboration. ""Wolbachia and virus alter the host transcriptome at the interface of nucleotide metabolism pathways"" https://t.co/QQoITEzwB2",1,1.0,1.0,1.0
1168,1276944003901132802,@IffatHasanRizvi @iffat Please read this research analysis https://t.co/2VgsIg8Trp,1,0.0,1.0,1.0
1173,1281363890182316032,"@gavanw You might find all the algebraic topology based analysis of the emergence of structure in the activated brain that came out of the Blue Brain project a few years ago interesting. New Scientist is pretty terrible, but this is an okay surface introduction: https://t.co/GWYUxc4RGc",1,0.0,1.0,1.0
1175,1282230440326238214,"New article by @johnwenger9. Burning of solid fuels for home heating is the biggest source of #AirPollution in small towns. Switching to clean energy sources has benefits for #airquality, #ClimateChange and also reduces the impact of #COVID__19 https://t.co/HGjJLjDOXi",1,1.0,1.0,1.0
1180,1284313776313884672,@TexCIS @FoxNewsSunday 'Researchers found “no evidence that urban protests reignited Covid-19—cities which had protests saw an increase in social distancing behavior for the overall population—leading to “modest evidence of a small longer-run case growth decline.”' https://t.co/7eVBgYs9Jj,1,1.0,1.0,1.0
1182,1284391781048754177,New study emphasises the extraordinary degree to which Covid fatalities are concentrated among older people and not the young or middle aged. https://t.co/w0W64bijk3 via @MailOnline,1,1.0,1.0,1.0
1183,1286754812332212224,@EmericanJohnson OK I will try to cancel. Here is a hot take that might cause some vocal disagreement with some vietnamese: Le Duan was not strategically competent and ran the war badly. Giap was better but still not exactly a military genius. Loads of errors cost many lives. They still won tho,1,1.0,0.0,0.0
1186,1293769401506791426,"HCQ saves lives! ""Why would the non-doctors, Google, Twitter, Facebook, try to stop people from getting something that really does help people? It certainly helped me."" Rep. Louie Gohmert to Newsmax TV: They Wanted Me to 'Just Die'; HCQ Saved Me https://t.co/39mGOvQyDy",1,1.0,0.0,0.0
1187,1293908940166594573,"Today the El Paso Department of Health reports 20 COVID-19 deaths. While this is the highest single-day increase, the deaths did not occur on the same day. https://t.co/p6NmrYpR0U",1,1.0,0.0,0.0
1189,1294355376117350402,"France: N. Mayer. “Bring the Poor Back In! Inequalities, Welfare and Politics”. In: European Political Science 13.2 (2014), pp. 187-200. https://t.co/bU7aVSgwU1. https://t.co/zhcg3vGe8r",1,0.0,1.0,1.0
1190,1294574559430094848,"Scientists discover way to make quantum states last 10,000 times longer https://t.co/Q3mvvLt1Sb #ComputerScience",1,1.0,1.0,1.0
1192,1295565841266651138,Australia's Victoria reports lowest rise in COVID-19 cases in a month https://t.co/KCLKkyFLIs Source: EWN,1,1.0,0.0,1.0
1200,1301917033303605250,"The difference between how smoking and obesity are treated, despite producing roughly similar results for public health (tho obesity might be worse now) is fascinating",1,1.0,0.0,0.0
1208,1307519861690597376,"A growing number of otherwise well people are developing a form of PTSD from an Administration and its cheerleaders, whose malevolence and contempt for life is beyond comprehension. https://t.co/JjxIYdEd1G",1,1.0,1.0,1.0
1209,1307763840663212032,"The Montana press really needs to run with this story. The first-term congressman rejects evolution, dismisses the science of climate change and recently promoted the idea that “herd immunity” is the solution to the coronavirus pandemic. https://t.co/Y2d3npb9ll via @HuffPostPol",1,1.0,0.0,1.0
1215,1310927408644739081,The multifarious nature of the damage means treatments for cardiac issues during infection will require tailored approaches. https://t.co/nDMT1ARVkz,1,1.0,1.0,1.0
1216,1311604337756581888,Finally out in @NatureGenet : Phenome-wide Mendelian randomization mapping the influence of the plasma proteome on complex diseases https://t.co/7UQUM1SGu1. It comes with a nice query tool: https://t.co/DiHManDi6T #proteomics #pQTL,1,0.0,1.0,1.0
1218,1313175683644952583,"Priority for future research on impact of Covid on suicide/self-harm is role of inequalities that are a feature of both - economic, regional & ethnic. Once we know the effect on overall numbers, this becomes the key question.",1,1.0,0.0,1.0
1219,1313605903464181762,"@Ali_at_home @Juneo_x @magoniareview @JuliaHB1 @WomensPrize Trans people support only trans people. Ask Lesbians whose dating sites are infested with men. I don't buy your thinking, you won't persuade me so goodnight.",1,1.0,0.0,0.0
1224,1316401657866059778,".@nature endorses @JoeBiden >> ""We cannot stand by and let science be undermined. Joe Biden’s trust in truth, evidence, science and democracy make him the only choice in the US election."" https://t.co/zPRO4c3uHY",1,0.0,0.0,1.0
1226,1318574643771510786,"@Jubair22 My question is how many of these deaths are really COVID? Like I said earlier, Flu cases have dropped 90% this year. I seriously doubt that the Flu virus just disappeared. I have a feeling that some, not all, of these COVID deaths could be Flu related.",1,1.0,0.0,0.0
1229,1320058294896033798,The COVID-19 pandemic is not over. Incorrect information can cost lives — it undermines our efforts to control the virus and protect those most at risk. Today I make a #PledgetoPause before I share information online — will you join me? https://t.co/PB5mefqdnd,1,1.0,0.0,0.0
1230,1321634845697564672,*Researches how to use Twitter as a scientist 🙂 Ten simple rules for getting started on Twitter as a scientist https://t.co/3bfLAacQgt #AcademicTwitter #ScienceTwitter #howto,1,0.0,1.0,1.0
1232,1323286986233360386,"With 948 new cases of #COVID19 reported today, Ontario's seven-day-average trend is still on the rise. https://t.co/5RtV894Ijr #covid19ontario https://t.co/gHlzlUr8wK",1,1.0,1.0,1.0
1237,1326505338338729985,The lack of a monetary price for the negative consequences of burning fossil fuels should be seen as a subsidy for fossil fuels. These are the key findings of the IMF paper ‘How Large Are Global Fossil Fuel Subsidies?’ https://t.co/JzgcgEpQhh https://t.co/bdK679u1ae,1,1.0,1.0,1.0
1238,1326974458939191297,"Despite the risks associated with their use, #benzodiazepines remain used more widely than wisely. Read all about it in the #DrugSafety article here: https://t.co/XAqb8YiT30",1,1.0,1.0,1.0
1240,1333513320159186944,"@harwood_su None of the trials currently under way are designed to detect a reduction in serious outcome such as hospital admissions, use of intensive care, or deaths. Nor are the vaccines being studied to determine whether they can interrupt transmission of the virus https://t.co/L2rdChZQm9",1,1.0,1.0,1.0
1243,1334539147579707392,Tightly woven blood vessels in solid tumors can be tough for celluar therapies to penetrate. @PennMedicine research finds that combining CAR T-cell therapy with a PAK4 inhibitor drug allows the engineered cells to break through and attack the tumor. https://t.co/3RpuGJ8dJR,1,1.0,1.0,1.0
1244,1335031921626279937,New2Trip: Association Between Prescribed Opioid Receipt & Community-Acquired Pneumonia in Adults: Systematic Review & Meta-analysis https://t.co/nELlkvOFLV,1,1.0,1.0,1.0
1247,1336903053362954241,"Three systematic reviews & the WHO contradict the claims in this thread https://t.co/wOGfvARgx5 & https://t.co/GlaSLR4D5z & https://t.co/DYJiRgbsdI & WHO (next tweet) Yet, a crafted message promoting fear, that will harm kids for decades, has 2,000 RTs Unbelievable",1,0.0,1.0,1.0
1249,1338450113765789699,"This looks like a great opportunity to get research in WASH published, with mentorship available too. Special issue of the H2open journal. https://t.co/DLBrcQx9QB @IWAPublishing #washtwitter #wash #sanitation #water #hygiene #SDGs",1,0.0,0.0,1.0
1250,1338483958397480972,Highly prestigious and competitive awards funded by the European Union to support scholars in pursuing ground breaking research have been made to five Edinburgh academics. @ERC_Research https://t.co/D9ngBbxLQS,1,0.0,0.0,1.0
1253,1339398314563792900,"Vestislav Apostolov, David M. J. Calderbank, Eveline Legendre: Weighted K-stability of polarized varieties and extremality of Sasaki manifolds https://t.co/wd6l9ARN21 https://t.co/rwzu51tW32",1,0.0,1.0,1.0
1255,1340455669443350528,@LaylaFanucci @realDonaldTrump I'm sorry but we DO NOT have 1/4 of million dead from covid. Total deaths in the U.S.. are actually lower this yr than yrs before. Do some research on your own and quit believing everything you hear on the news.,1,1.0,0.0,0.0
