	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
750	9,42165802911875E+017	@nypost The liberty interest of the family encompasses an interest in retaining custody of one’s children and, thus, a state may not interfere with a parent’s custodial rights absent due process protections. Langton v. Maloney, 527 F Supp 538, D.C. Conn. (1981). https://t.co/RLQcYhB0gX https://t.co/TXlY7igBDP	0	0.0	0.0	0.0
751	9,43208079038001E+017	Smoke-free laws might actually be curbing the number of lung cancer cases! https://t.co/sHYKOfnkLf	1	1.0	1.0	1.0
752	9,44259861877068E+017	Democratic Caucus holds presser to show support for Mayor and City Council's work to remove confederate statues. https://t.co/mb8BVfbpMC	0	0.0	0.0	0.0
753	9,4570249829521E+017	The history of 'imperfect children': special issue of @SSHMedicine with free article on ADHD around the world by @mpcsmith https://t.co/kjsmhlE2Xj	1	0.0	1.0	1.0
754	9,46160822916735E+017	@SpockResists @TheSWPrincess @finnick_Resists @exoticgamora @Guinan2017 @chappie_cat @gbmnyc @DeadpoolResists @AgentScullyGR @NatCookResists @AlexMunday_2017 Follow, retweet and support Democrat candidates. Several special elections are coming up. #FlipItBlue #BlueWave2018 🌊	0	0.0	0.0	0.0
755	9,49254176651047E+017	Former salesman accused of lying to FBI, IRS agents.Robert DeGoria is accused of trying to mislead investigators looking into an ongoing Lower Southampton corruption probe. https://t.co/ot3GJQp5wi	0	0.0	0.0	0.0
756	9,49598276751262E+017	Congratulations @RenegadesBBL won!! Tommrw I'm working on @ThunderBBL vs @StrikersBBL game. PREMIUM FOR MATCH #2000₹ . Interested WhatsApp +919100544879. 100+ RETWEET ♻ FOR OPEN REPORT HERE.	0	0.0	0.0	0.0
757	9,4974013550309E+017	a concept: stop being mean to people for no reason	0	0.0	0.0	0.0
758	9,5013088266437E+017	@Ann4_BBC Proper training. All pleasure should be associated with yours.	0	0.0	0.0	0.0
759	9,51053751187489E+017	Green Manuring to a Better Soil Physical Condition by Akingbola OO* and Dayo-Olagbende GO* in Agricultural Research & Technology: Open Access Journal (ARTOAJ) https://t.co/rzxxCsZAjq https://t.co/OLNOSLWpFU	1	1.0	1.0	1.0
760	9,5118793697595E+017	Radar Update: Rain will increase today/tonight. Expect a rainy and breezy day Thursday. Dry by the weekend. #wawx https://t.co/8dtEzXaplq	0	0.0	0.0	0.0
761	9,52377117001462E+017	Cities must be designed to enable a healthier lifestyle for all. Learn more at WUF9 from 7-13 Feb'18 at KLCC #wuf9 #wuf9kl #forumbandarsedunia9 @DMM064 @mynohomar @mptenggara @ariffkarim Online registrations end on 15 January 2018 – https://t.co/qqLLwoKcj6 https://t.co/zAWfdXlWMG	0	0.0	0.0	0.0
762	9,52995336385172E+017	YES...YES...YES !!!👊👊👊 Promote Araneta FIRST.... One concert at a time! Breathe, Pause, Breathe... #JaDineRevolution #JaDineLoveRules https://t.co/KhDLxw8jzS	0	0.0	0.0	0.0
763	9,53043423531012E+017	file under: cause of death https://t.co/xkSMgg8u3b	0	0.0	0.0	0.0
764	9,54696390352843E+017	11 Scientifically Proven Ways To Lose Weight In A Few Weeks https://t.co/R8KciYFSbj	0	0.0	0.0	0.0
766	9,58008792637112E+017	Ottawa Charter still important to guide>>>https://t.co/zfldC2IghL https://t.co/RxTeqaq4sh	1	0.0	1.0	1.0
767	9,58293075029385E+017	Gender Discrimination in Science Is Especially Common https://t.co/o8rITBjcSs A new @pewresearch report shows women face more workplace hurdles in STEM jobs than in non-STEM jobs. Via @500womensci https://t.co/IKjDV9hsNz	1	1.0	1.0	1.0
768	9,58513597537182E+017	"""It gives coal a very good chance of continuing ... extending its existing life"" — @JoshFrydenberg Watch this 👇 if you have any doubt about the intention behind the Turnbull govt's dirty energy guarantee... #NEG #DirtyEnergyGuarantee https://t.co/4HkP5aYBIm"	0	0.0	0.0	0.0
769	9,59173269403337E+017	FBI agents issue statement of support for FBI director - https://t.co/ZMGaADmoEI Top 100 Stories On The Web https://t.co/17W7QGUMFa	0	0.0	0.0	0.0
770	9,59243135317455E+017	YouTube TV now supports select Roku devices - https://t.co/tgvBDzqroS	0	0.0	0.0	0.0
771	9,60560806697062E+017	Quite ironic that 'interference in judicial process' was the supposed reason for the Maldives regime's ousting of Nasheed in the 2012 coup #MaldivesInCrisis	0	0.0	0.0	0.0
772	9,61425512311738E+017	Perhaps most maddening is that there are actually people who know that ecigarettes are not as harmful as cigarettes who nonetheless consider this a success. https://t.co/MxpzBED1W7	1	1.0	1.0	1.0
773	9,61674045811929E+017	The EPSO Honor Guard will be conducting a flag ceremony to raise and lower the flag that will be used during Detective Flick’s services. The flag will be flown for 15 minutes and taken down. The ceremony will begin at 12:30 PM today. https://t.co/Sklgl00CNJ	0	0.0	0.0	0.0
774	9,63878582450876E+017	happy vday to all the lovers out there! the world runs on and needs more love so keep on lovin!	0	0.0	0.0	0.0
775	9,65199704177938E+017	This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo	1	0.0	0.0	1.0
778	9,70083854806594E+017	".@BrownUniversity is offering a course for high school students this summer that attributes @realDonaldTrump 's election to a ""whitelash"" motivated by ""staunch white resistance to, and even revenge against, racial equity."" https://t.co/iUxbOWkhYy #news"	0	0.0	0.0	0.0
779	9,71041555875353E+017	From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
780	9,71709689368076E+017	Fantastic entry to our schools plate tectonics competition by Invergordon Academy S2 Geography class! 🌍Teachers you still have time to enter to receive your free poster! https://t.co/4qZ8mI3Y78 #platetecotnics #teaching #geography #geology #Earth @InvergordonA https://t.co/CZITv3qVBT	0	0.0	0.0	0.0
781	9,72086227003413E+017	New post from the RBML @columbialib: Madeline L'Engel in our Oral History Collection: https://t.co/rqhaVTJ6yN #WrinkleInTime	0	0.0	0.0	0.0
782	9,74022288365548E+017	Using a “Cookie” Mentality to Increase Patient Satisfaction and Collect More Payments #techblogs #startups https://t.co/MKoYE4Rlum	1	1.0	0.0	0.0
784	9,74366513732895E+017	Study: Marijuana Decriminalization Leads To Decreased Arrests, No Increase In Youth Use https://t.co/wzajo7UDKr	1	1.0	1.0	1.0
785	9,74712259774767E+017	@RepAdrianSmith @WaysandMeansGOP Take a moment to watch this & vow to stop being part of the party over country problem. https://t.co/RsVH0dbMlb	0	0.0	0.0	0.0
786	9,75637615478178E+017	In 2018, Turkey is aiming to welcome 700,000 people to Troy in a bid to significantly increase the number of people disappointed by the historical site. https://t.co/HmvA8sOxzh	0	0.0	0.0	0.0
787	9,78573361117844E+017	Enter the Regulatory Excellence Awards and everyone wins. Your great work is highlighted, the public and business benefit from best practice, and our awful Easter puns stop. Open to r'egg'ulators and 'bunni'sinesses. Details & entry form: https://t.co/0ouP8eAYxH @businessgov https://t.co/Rcw5hgcFYj	0	0.0	0.0	0.0
788	9,7859405876657E+017	handsonreinvest: #International #RealEstate #Investors Increase Demand! https://t.co/neSAOxWhyf #realestate #RodMrRealEstate #Tampa #Florida #realestate #Investor	0	0.0	0.0	0.0
789	9,78692611358806E+017	And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest	1	0.0	0.0	1.0
790	9,79125089475187E+017	Teenager from #AbbotsLangley arrested with support from @HertsPolice as part of NCA investigation into the emails containing threats to students received by large number of UK schools and colleges. Read more: https://t.co/kW7MwW1BYl https://t.co/F5ZHZVLzQC	0	0.0	0.0	0.0
791	9,8151749381351E+017	Former State Department official @MatthewPHoh has signed the open letter to #ReconnectJulian https://t.co/utqoXZ2hxV Support WikiLeaks here: https://t.co/JWzH6DHTEV	0	0.0	0.0	0.0
792	9,82350473238798E+017	Government should stop subsidising e-sports, it’s not real sport - https://t.co/GcZjIb5ycz	0	0.0	0.0	0.0
793	9,82392279456473E+017	How to gain twice as much as your opponent in a repeated Prisoner's Dilemma https://t.co/KM1OHHvBhe @chilbe3 https://t.co/aMM3OVcO1D	1	0.0	1.0	1.0
794	9,82982603727888E+017	ya know 5sos what we need?????? leSS EXPENSIVE MERCH, MORE TOUR DATES AND FOR U TO FINALLY STOP SLEEPING ON THE GOOD SONGS https://t.co/cYUgJyp7Xa	0	0.0	0.0	0.0
795	9,83345042721931E+017	Just touched down in Japan to visit Fukushima. One of the most surprising things I've learned is about non-radiation related harms, often due to misunderstandings *of* radiation. Social determinants of health are ignored, to everyone's peril. So complex. https://t.co/ehy4uJvkjx https://t.co/fOAojXm1UJ	1	0.0	1.0	1.0
796	9,84081688987759E+017	Unpaid internships are a mark of privilege-wow. Pam Eddinger rocks. #PhilaUnite	0	0.0	0.0	0.0
797	9,84129692788822E+017	@DrKristieLeong To help establish the proper wrist action in the #golfswing, I switched to kickboxing gloves as a self-coaching technique 4 power/control. #Kickboxing gloves are easier to work with/can provides a greater feel in the golf swing sequence: https://t.co/GnPbJqTrzE https://t.co/1suqf9Wk78	0	0.0	0.0	0.0
798	9,8445188664753E+017	It's not your fitness tracker -- it's you https://t.co/HXZUORH9Yc https://t.co/C2gFbkiGR2	1	0.0	1.0	1.0
799	9,85407453939601E+017	Liverpool initiate talks with £87million Portuguese midfield ace – reports https://t.co/YlA5iXmXaT #lfc	0	0.0	0.0	0.0
801	9,85580208924308E+017	Thank you Drs. @dgarmstrong and @bijan_najafi for your guidance! A true honor. | Health Sensors, Smart Home Devices, and the Internet of Medical Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity Complications of Diabetes. https://t.co/3bCgUBhIRz https://t.co/EKMBlXdl3b	1	1.0	1.0	1.0
802	9,87775293745259E+017	Wenger is genius to sell Sanchez to United to stop Spurs reaching the final. Genius.	0	0.0	0.0	0.0
803	9,88759021606916E+017	Look how cool this moulting crab is we found on the #MBioRoscoff field trip #PlyMBIO https://t.co/gm00FUku63	0	0.0	0.0	0.0
804	9,89948844988236E+017	Uchiyama studies math.	0	0.0	0.0	0.0
805	9,90071970401145E+017	The EXO-L food support rn outside Jollibee. 💕💕 Thank you from PHIXOs! #ElyxionInManila https://t.co/pCm5U6SkDX	0	0.0	0.0	0.0
806	9,93911987011707E+017	Hey everyone, here's a great thing from @arielitalic @eric_shorey @TheLadyBearica talking about drag and gender. And wrestlers. https://t.co/8mcmduTnkz Support the Nobodies!!!	0	0.0	0.0	0.0
807	9,94427644048536E+017	The essence of his philosophy was to find something that you can do well, and put your heart and soul into it. If not physics, then another passion — bongos, perhaps. #Feynman100 https://t.co/LBCRCkfuHr	1	0.0	1.0	1.0
808	9,94593066769179E+017	#BeAware of <#Myth2> about #MentalHealth. #SpreadAwareness and support those in need. #YourSupportMatters #MentalHealthAwarenessMonth #keeptalkingmh #iamstigmafree https://t.co/62VI8UHMRd	0	0.0	0.0	0.0
809	9,96019697379349E+017	@YousefMunayyer Then tell those morons to stop rioting at the borders. Israel is just protecting itself.	0	0.0	0.0	0.0
810	9,97522201913057E+017	"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message,"" said our @drthomasungar, while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » https://t.co/zMhJyJ4a35 https://t.co/P0GPxQ6daQ"	1	1.0	0.0	0.0
811	9,9768176164676E+017	.@SenatorWicker The president’s budget targets federal workers and retirees and jeopardizes my retirement security. This is no way to treat middle-class households. #RejectAllCuts	0	0.0	0.0	0.0
812	9,98036087229571E+017	#Shame is a powerful emotion and may be experienced when recovering from an #eatingdisorder. When shame seems to be winning, counter with #selfcompassion. https://t.co/fzBo6RuF3j https://t.co/iy12blHfD4	1	1.0	0.0	0.0
813	9,99580941520658E+017	Chairman @RonnieOsumba; In the process of migrating the Fund's data to the new Enterprise Resource Planning (ERP), that includes beneficiary loan details; management noted some discrepancy in the loans https://t.co/koYziU3M3F	0	0.0	0.0	0.0
814	1,00044152882376E+018	BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
815	1,00053119980095E+018	Oh, piss off Cotchin, stop hogging the limelight! It's all about the mighty Bombers today! 😄	0	0.0	0.0	0.0
816	1,00479807455912E+018	Latest NSPKU film by the legendary film maker @FunkyGuy on the NSPKU You Tube. Filmed at the NSPKU conference. Snow and more snow did not stop Tom or the conference being a huge sucess https://t.co/dZzSsLmZCr	0	0.0	0.0	0.0
817	1,00601513904728E+018	@hugseavey - i hope that u meet the boys really soon, u deserve it so much. u are so sweet and a beautiful person. i hope everything is well and ur really happy and having fun in life. don’t take things too serious, enjoy being u cause u are so beautiful.	0	0.0	0.0	0.0
819	1,00754756156833E+018	@CBSNews Cohen, the president, and Americans know better not to believe what the press is saying. Fake news with intent to cause havoc.	0	0.0	0.0	0.0
820	1,00872655944703E+018	New study suggests ovarian hormone may make drug withdrawal symptoms worse for women https://t.co/OY2Ilc2BFF	1	1.0	1.0	1.0
821	1,00889131589819E+018	Why female alcoholism is a time bomb https://t.co/QmPtMXrSJS via @BBC_Future	1	1.0	1.0	1.0
822	1,00922872247227E+018	Yan-Hong Bao, Yi-Zheng Fan, Yi Wang, Ming Zhu : A Combinatorial Method for Computing Characteristic Polynomials of Starlike Hypergraphs https://t.co/39liwIpQoT	1	0.0	1.0	1.0
823	1,0099063273622E+018	Beyond glycemic control, does #lifestyle modification impact development of cardiovascular disease in patients w/ #diabetes? https://t.co/RehlG5CbQM #JACC https://t.co/Ao4KE3opN3	1	1.0	1.0	1.0
824	1,01097310020318E+018	Incredible scenes. Congratulations to Rob from @Arch2Arctic who just swam the English Channel!! All in aid of raising funds for Scouts. Poldy is still swimming but going strong... Follow the rest of their incredible challenge and show your support here: https://t.co/NTkdmwF344 https://t.co/drUhj6N4lI	0	0.0	0.0	0.0
825	1,01417065278445E+018	Can we please stop talking like Mexicans are the only ones who sell drugs, commit crimes, participate in sex trafficking, and join gangs. https://t.co/dL92iXdn9W	0	0.0	0.0	0.0
826	1,01519598397681E+018	Holocaust Survivors Organize to Stop Sharia-Supporting Women's March Hero from Giving College Commencement - Tea... https://t.co/pKOO3ki2oT	0	0.0	0.0	0.0
827	1,0156685813533E+018	"@fox_of_floof Because Trump and his administration have made Hate the norm. Now suddenly the people saying, ""just stop being c**ts to people"" are the bad guys. Same has happened here in Enlgand with Brexit."	0	0.0	0.0	0.0
828	1,01570552479979E+018	@Efiotu_ No tbh, Inadequate rest may affect Croatia	0	0.0	0.0	0.0
829	1,01620960462622E+018	Latest news from HTFP: Regional publisher increases cover price at 17 weeklies https://t.co/YdxT2kvWZQ https://t.co/aWBy3pLhD0	0	0.0	0.0	0.0
830	1,017077909432E+018	Global mobile group supports disaster response program https://t.co/mNpuMjaDkP	0	0.0	0.0	0.0
832	1,01777871891855E+018	#FlashbackFriday My NaNa Ovas Wedding. Weddings are a beautiful time. Post a picture of your wedding for #FlashbackFriday via https://t.co/rNiWYlpRpw https://t.co/8b7wAaKlmI	0	0.0	0.0	0.0
833	1,01818723154106E+018	Good advice for the too many White people who can’t seem to understand that calling the police on Black people can cause death. https://t.co/Dyqy19wN5t	1	1.0	0.0	0.0
834	1,01890111765109E+018	A US official directly involved with Helsinki summit sums it up like this: “This was not the plan.” -- reports @jeffzeleny @cnni	0	0.0	0.0	0.0
835	1,01897848281294E+018	Also reports of severe flooding on Weber Street between Franklin and Fairway. https://t.co/dIgo0WRE1k	0	0.0	0.0	0.0
836	1,02023463491807E+018	Disney is a clearing House for pedophiles. Stop giving them your money. #WhereAreTheChildren	0	0.0	0.0	0.0
837	1,02128299281422E+018	LADIES FIRST PRESEASON GAME v Boldon Sports: Sunday 29th kick-off 12:30. Support Edgware Town Ladies. Coop Ground Footscray Road SE9 2EL Eltham Town Accadamy. https://t.co/YJMQV70yzY	0	0.0	0.0	0.0
838	1,02176449639271E+018	New Study: Climate Change Will Cause Suicides to Spike - The Atlantic https://t.co/88vd9R8Zqm	1	1.0	1.0	1.0
839	1,02270946299654E+018	Donating blood not only helps others, but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.	1	1.0	0.0	0.0
840	1,02331843818865E+018	#Trump Hoodwinked? Developing Report: US-Israel-Turkey “Deal” Over Brunson Release Leads To Questions https://t.co/NXwXiEmZx5	0	0.0	0.0	0.0
841	1,02353032215414E+018	The rain didn’t put us off! (Much) Delivery of 2018 annual constituency reports to Renfrewshire North & West in #Erskine @theSNP https://t.co/PcCZTeT61s	0	0.0	0.0	0.0
843	1,02464005835416E+018	With our current lifestyle, most of us are sleep deprived, which creates problems like mood disorders, weakened immunity, weight gain and diabetes. A review of 16 studies found that sleeping for less than 6 to 8 hours a night increases the risk of early death by as much as 12%. https://t.co/C7IO1zBm1t	1	1.0	1.0	1.0
844	1,02483371859737E+018	Harvard admissions suit gets support from Asian American groups https://t.co/X6O5HPcQRO via @business	0	0.0	0.0	0.0
845	1,02550746717693E+018	DEAR BLACK COMMUNITY: Stop giving @PastorDScott and other evangelicals a hard time for meeting with @realDonaldTrump! We should be thanking them. This dialogue, something @BarackObama didn’t offer, is important. @POTUS cares about us and wants to help, no matter the cost.	0	0.0	0.0	0.0
846	1,02688910370963E+018	@anshulkundaje @NipsConference Would love to see MLCB as a full conference, with workshops in genomics, immunology, &c.	1	0.0	0.0	1.0
847	1,0275466224089E+018	A #BookLoversDay reminder: #IRS has more than 100 eBooks to help you understand your taxes – no library card required. https://t.co/5Siuj39WVO https://t.co/zPn47QuJl0	0	0.0	0.0	0.0
848	1,02849506525628E+018	Windsor needs more people like Al Quesnel!! This is wonderful! Philanthropist pledges $5M matching challenge to repair Assumption Church #YQG #philanthropy https://t.co/v2Plhx1h2Z	0	0.0	0.0	0.0
849	1,02951530987768E+018	Steam survey shows PC gamers are still mostly playing in 1080p and lower https://t.co/Pd009uM6Qc	0	0.0	0.0	0.0
850	1,03110734020712E+018	Babies cannot speak so parents never know the severity of their illnesses. When a baby shows minor signs of struggling to breathe, it should be treated as an emergency. https://t.co/9leiAbvi34	1	1.0	0.0	0.0
851	1,03177290517105E+018	♥️ RETWEET SHARE SUPPORT! @feltenp44 33 year drought @ViralExpNotify #Gofundme #CrowdFundingExposure #Viral__Funding PLEASE SUPPORT ~> https://t.co/aJcqjrZat0 https://t.co/2dIIos5l3U	0	0.0	0.0	0.0
852	1,03200649013814E+018	@STELLAAAAWinter Cause Twitter is the end all be all of reality right? Cause me putting the question out there wasn't sweet or anything right?	0	0.0	0.0	0.0
853	1,03328248132217E+018	@sricketts1 @AndrewLainton Important story about CAMKCOX shambles [tho' Andrew must fix the typos]. Reminds him of ThamesGateway precursor from which nothing learned. My 2008: https://t.co/3DGlrZsamj	0	0.0	0.0	0.0
854	1,03519835496223E+018	How the Brain and Personality Provide Protection Against Emotional Distress https://t.co/VYN9RBD7rV Personality traits can protect an individual's brain against symptoms of emotional distress, namely depression and anxiety. #psychology #personality #neuroscience #science	1	1.0	1.0	1.0
855	1,03590008773251E+018	@JustSeanTaylor @OllyJacksonXXX @boynapped thx for support also trans community - and the preview is hot AF	0	0.0	0.0	0.0
856	1,03603440192111E+018	@mike_Zollo @Johnpdca To use the death of Sen. John McCain to bash the president is a disgrace. People were there to honor McCain. Seems there is no shame. I could go on but it is pointless. These people are a disgrace and an embarrassment	0	0.0	0.0	0.0
857	1,03653149252726E+018	Due to huge amount of interest we have just released more dates for Marvel Avengers S.T.A.T.I.O.N. We are sorry for the website errors whilst this was being added. https://t.co/1y0PdHcrie (Please try the password in upper and lower case)	0	0.0	0.0	0.0
858	1,03704061125217E+018	Models Stop Traffic: The 16 Hidden Elements of the Cover’s Story https://t.co/TNmcIP6NS7 https://t.co/ESPBtkwtRh	0	0.0	0.0	0.0
859	1,03751436626918E+018	"The unnamed source @nytimes probably doesn't exist. This is plan to make the @POTUS snap so Globalist Libs can take him down claiming he us ""unstable"" Why else would the person remain anonymous? #fakenews stokes again. The left will stop at nothing"	0	0.0	0.0	0.0
860	1,04188357276276E+018	Spiritually will never triumph logic & science!	0	0.0	0.0	0.0
861	1,04236106321422E+018	Latex dresses are a must 👧💗💕 https://t.co/h6DeuaPlvX	0	0.0	0.0	0.0
862	1,04258103282898E+018	"@YvanDutil @PolAnimalAus @suckmysav @Dinkeldash @dvibrationz @CrispyCX @CJlegalBeagle @miked194765 @thefutureBigly @FredFoxyGuy @FriendsOScience @peden_c @blaubok @GillesnFio @RushhourP @HansConser @mspence6 @EthonRaptor @RegimeChangeBC @JPolov @NikolovScience @Pork_Kebab @CentralFLBoy @LifeIsThermal @prof_SJGreene @bjjuhl58 @alan_poirier @ned2au @Calimer0c0mplex @NDPnomore @SimonMaxfield8 @The_ClimateGuy @DarrenBurchill @SteveSGoddard @tigerzntl @brandondaly2018 @L_Wallace12 @StuartBirdman2 @WeiZhangAtmos @Jimmyha33 @SnakeBi14457783 @CriticalStress_ @HaddockAdhoc @Dan55645 @JohnPisulaMBA @Billybobtn @TammyJParadis @MdulaOblngotcha @drwaheeduddin @ViscountRedmund Another Nobel Laureate, Dr Kary Mullis, on the BS of AGW. ""Climatology is a joke"" https://t.co/do01dxQIC0"	1	1.0	0.0	1.0
863	1,04267073454655E+018	Trump surveys Carolina storm damage, gives out meals to Florence victims see more --> https://t.co/QDjwS3T2OS <-- click here #Usa #News #TopNews #EEUU #NY	0	0.0	0.0	0.0
864	1,04357271962996E+018	@MuneebAleem @ImranKhanPTI @narendramodi Indian want peace bt a small favour to stop d terrorism. Modi accepted d talks bt ur army sopnsered terrorist kill our 3 men.	0	0.0	0.0	0.0
865	1,04401598206547E+018	What happens when you let employees pick how much they want to be paid? This company decided to find out. - science, science and technology, science news, science world, tech, tech world, technology, technology news, technology world https://t.co/s2ckvBdlBz	0	0.0	0.0	0.0
866	1,04467718194153E+018	Do you remember when the news reports on TV were scarier than the pharmaceutical commercials in between? #GoldenAge	0	0.0	0.0	0.0
867	1,04584680187677E+018	States herself trauma causes norepinephrine to imprint memories on the hippocampus. Yet, can't remember anything. #ConfirmKavanaughNow https://t.co/pm2XhJOOeb	1	1.0	0.0	0.0
869	1,04640357538612E+018	It’s phony Christian Sunday. People who support a hateful administration & then attend church are phonies...PERIOD	0	0.0	0.0	0.0
870	1,04643021507604E+018	$29 a month for brand new fitness equipment is a deal you can't miss out on! For the month of September we are offering $29/mo for 60 months for qualified buyers. Call or stop in store today to get set up with this amazing offer! https://t.co/DzVuGnRdJW https://t.co/KV5kafJqcZ	0	0.0	0.0	0.0
871	1,04643901052296E+018	crows can memorize people’s individual gaits and faces https://t.co/0QixZGARFm https://t.co/wTcsH59VAW	1	1.0	1.0	1.0
872	1,04662706202547E+018	Evidence Doesn't Support Claim Against Kavanaugh, Prosecutor Says. #KavanaughConfirmation https://t.co/9szrpxzJ8a	0	0.0	0.0	0.0
873	1,0467197226943E+018	Chiropractic treatment and vision loss - In rare occurrences, forceful manipulation of the neck is linked to a damaging side effect: vision problems and bleeding inside the eye, finds the first published case report of chiropractic care leading to multip… https://t.co/dKWpmCcGRd https://t.co/pok3nsCnKu	1	1.0	1.0	1.0
875	1,04743715840176E+018	Letters to the Editor, Sept. 30 https://t.co/HCkw166sDK https://t.co/c0JCorQCMv	0	0.0	0.0	0.0
876	1,04836297969397E+018	Friday night lights at the park. Come celebrate senior night and support Rio Elementary PTO at the concession stand. #rioschools @ Rio Middle/High School https://t.co/wDaxrvh1Ht	0	0.0	0.0	0.0
878	1,05026873833796E+018	Teenage Fever is a mood	0	0.0	0.0	0.0
879	1,05044615629842E+018	(The Huffington Post) #Dramatic #Increase In Women Of Color As 2018 Candidates: Report : There was a 75 percent increase in women of color among nominees for Congress since 2012, a study shows. .. https://t.co/gvHI9Elazr https://t.co/31U7W3RO7s	1	1.0	0.0	0.0
880	1,05054436611528E+018	Coffee Drinking Associated With Lower Risk of Stroke ➡ https://t.co/UziyhDa6WE https://t.co/8qHVzTjAHV	1	1.0	0.0	0.0
881	1,0505715072719E+018	@UFT The raise is 2%. Inflation is currently higher than that, and expected to increase. So much so that Social Security is getting a 2.8% COLA for 2019. So, why are you asking us to take 2%? Looks like I’m leaning to #VoteNo on this #UFTContract	0	0.0	0.0	0.0
882	1,05124013802453E+018	@omnity_io enables research and development professionals to efficiently and systematically answer a wide range of questions as #Omnity allows real-time insight into complex document sets. #OMToken $OM	0	0.0	0.0	0.0
883	1,05201649530639E+018	I don’t like how much this is being promoted https://t.co/wc0FuvuJfT	1	0.0	1.0	1.0
884	1,05205663060983E+018	Wave Life Sciences $WVE Stock Rating Lowered by BidaskClub https://t.co/6jxKSG9VRN	0	0.0	0.0	0.0
885	1,05365886753882E+018	Fasting or fasting-mimicking diets (FMDs) lead to wide alterations in growth factors and in metabolite levels, generating environments that can reduce the capability of cancer cells to adapt and survive and thus improving the effects of cancer therapies. https://t.co/th6jln5Zyb	1	1.0	1.0	1.0
886	1,05467164073753E+018	@StagecoachNE Hello! I will just appreciate to pass the feedback to the driver in order to avoid this to happen again as this is frustrating. Thanks for the support :)	0	0.0	0.0	0.0
887	1,05467841874538E+018	This week's Charity of the Week is The Hypatia Trust, which supports and promotes women's achievements 💪 Find out more at https://t.co/5NybswwH6L @hypatia_trust #CharityTuesday #HypatiaTrust https://t.co/qlsKS5ZHPk	0	0.0	0.0	0.0
888	1,05513586368274E+018	Major new funding and a race and oral histories project for UCSD's new Institute of Arts & Humanities, a spooky events guide, tonight's (!) Vi Khi Nao reading at SDSU, and more for my first @voiceofsandiego Culture Report https://t.co/WESXjIUreb	1	0.0	0.0	1.0
889	1,05516044538294E+018	"Check out my full interview with @NSF to learn about my ""secret"" to science education https://t.co/Q0zH8uCIV9"	0	0.0	0.0	0.0
890	1,05551418229089E+018	Tomorrow, outside CBI offices nationwide, the Congress party will protest the PM’s disgraceful attempt to prevent an investigation into the Rafale scam, by removing the CBI Chief. All Karnataka Congress Sevadal volunteers are requested to congregate at CBI office RT Nagar https://t.co/Ksdu8sK6Vk	0	0.0	0.0	0.0
891	1,05635915604983E+018	Dearest @reginevalcasid please remember d MILLIONS of people around d world whose love & support are unconditional. If other people try to revile u pls count ur blessings & see d greatness & goodness of our Lord. Have a wonderful Sunday my Asia's Song 🐦. Lots of love! https://t.co/lkBPBkVdy2	0	0.0	0.0	0.0
892	1,05736626297456E+018	TORONTO POLICE CHIEF INVITATIONAL COMMITTEE PRESENTS VICTIM SERVICES TORONTO WITH A DONATION OF $60,000 The Chamber is proud to support @vstoronto through co-organization of the Toronto… https://t.co/NuZJs6ULon	0	0.0	0.0	0.0
893	1,05746858043709E+018	Great raffle going on to support Regina softball!! Get in touch with a player, stop by and see Carolyn, or contact Coach Jake to enter. Spread the word #yeahregals https://t.co/69DSEult4Z	0	0.0	0.0	0.0
894	1,05749412044333E+018	Firstborn women may be more likely to be overweight or obese than their later-born sisters, according to a study.	1	1.0	0.0	1.0
895	1,05792799028012E+018	Native American tribe sues to stop North Dakota voter ID law before election https://t.co/Pr7ZcH1cY8 https://t.co/FFeNPa2KOZ	0	0.0	0.0	0.0
896	1,05845003884898E+018	Read WORLD Digital's #Muse, a weekly roundup on popular and fine arts. In this week's edition @lmlangdon reports on @MPAA ratings, @bigmouth, @megynkelly, and more … https://t.co/sIs8peYOGd	0	0.0	0.0	0.0
897	1,06090234645085E+018	Gasdermin D Promotes AIM2 Inflammasome Activation and Is Required for Host Protection against Francisella novicida. https://t.co/nFoDPPKEts https://t.co/m4facjZVOS	1	1.0	1.0	1.0
898	1,06193519381936E+018	SPC Tornado Watch 426 Status Reports https://t.co/XHTcfUTVx1	0	0.0	0.0	0.0
899	1,06389098100155E+018	One week from today! It's #SmallBusinessSaturday! Make a plan to shop local and help support small businesses in #Southie! https://t.co/qiExFvxuW7	0	0.0	0.0	0.0
